sales_order_prefix,sales_order_number,order_date,customer_code,customer_name,warehouse_code,delivery_address,delivery_area,delivery_date,status
SO,000243,2025-12-27,CUST008,Green Energy Co,WH003,"7218 Main St, City",East,2026-01-10,Delivered
SO,000244,2025-12-28,CUST010,Quality Assurance Ltd,WH002,"8212 Main St, City",North,2026-01-03,Cancelled
SO,000245,2025-12-28,CUST004,BuildRight Construction,WH001,"229 Main St, City",North,2026-01-02,Delivered
SO,000246,2025-12-28,CUST008,Green Energy Co,WH003,"8717 Main St, City",South,2025-12-29,Cancelled
SO,000247,2025-12-28,CUST001,ABC Manufacturing,WH001,"1166 Main St, City",South,2025-12-29,Delivered
SO,000248,2025-12-28,CUST002,XYZ Industries,WH003,"5379 Main St, City",Suburbs,2026-01-10,Delivered
SO,000249,2025-12-28,CUST003,Tech Solutions Ltd,WH002,"6497 Main St, City",North,2025-12-30,Delivered
SO,000250,2025-12-28,CUST009,Metro Logistics,WH003,"6661 Main St, City",North,2026-01-04,Delivered
SO,000251,2025-12-28,CUST001,ABC Manufacturing,WH001,"1484 Main St, City",West,2026-01-03,Delivered
SO,000252,2025-12-29,CUST005,SafeWork Corp,WH001,"4997 Main St, City",Central,2026-01-12,Delivered
SO,000253,2025-12-29,CUST006,Office Pro Services,WH003,"1275 Main St, City",Central,2026-01-04,Delivered
SO,000254,2025-12-29,CUST002,XYZ Industries,WH003,"8747 Main St, City",East,2026-01-04,Delivered
SO,000255,2025-12-30,CUST001,ABC Manufacturing,WH002,"9206 Main St, City",West,2026-01-03,Delivered
SO,000256,2025-12-30,CUST009,Metro Logistics,WH001,"8410 Main St, City",Central,2026-01-06,Delivered
SO,000257,2025-12-30,CUST007,Industrial Systems Inc,WH003,"4677 Main St, City",West,2025-12-31,Delivered
SO,000258,2025-12-31,CUST001,ABC Manufacturing,WH001,"1439 Main St, City",Suburbs,2026-01-01,Delivered
SO,000259,2025-12-31,CUST005,SafeWork Corp,WH001,"3464 Main St, City",Downtown,2026-01-07,Delivered
SO,000260,2025-12-31,CUST010,Quality Assurance Ltd,WH003,"2151 Main St, City",South,2026-01-11,Delivered
SO,000261,2025-12-31,CUST002,XYZ Industries,WH001,"4013 Main St, City",Suburbs,2026-01-03,Delivered
SO,000262,2025-12-31,CUST008,Green Energy Co,WH003,"4247 Main St, City",Downtown,2026-01-13,Delivered
SO,000263,2026-01-01,CUST006,Office Pro Services,WH003,"7014 Main St, City",Downtown,2026-01-12,Delivered
SO,000264,2026-01-01,CUST004,BuildRight Construction,WH001,"4250 Main St, City",North,2026-01-12,Cancelled
SO,000265,2026-01-01,CUST006,Office Pro Services,WH003,"2999 Main St, City",Suburbs,2026-01-14,Cancelled
SO,000266,2026-01-01,CUST010,Quality Assurance Ltd,WH001,"2227 Main St, City",Central,2026-01-04,Cancelled
SO,000267,2026-01-01,CUST006,Office Pro Services,WH002,"7434 Main St, City",North,2026-01-07,Cancelled
SO,000268,2026-01-02,CUST005,SafeWork Corp,WH002,"2231 Main St, City",North,2026-01-10,Delivered
SO,000269,2026-01-02,CUST007,Industrial Systems Inc,WH002,"2917 Main St, City",West,2026-01-07,Delivered
SO,000270,2026-01-02,CUST007,Industrial Systems Inc,WH003,"2322 Main St, City",East,2026-01-04,Cancelled
SO,000271,2026-01-02,CUST001,ABC Manufacturing,WH001,"7867 Main St, City",East,2026-01-10,Delivered
SO,000272,2026-01-02,CUST008,Green Energy Co,WH002,"7123 Main St, City",Suburbs,2026-01-07,Delivered
SO,000273,2026-01-03,CUST006,Office Pro Services,WH003,"6028 Main St, City",Central,2026-01-07,Delivered
SO,000274,2026-01-03,CUST008,Green Energy Co,WH003,"604 Main St, City",Central,2026-01-09,Delivered
SO,000275,2026-01-03,CUST004,BuildRight Construction,WH002,"372 Main St, City",South,2026-01-09,Cancelled
SO,000276,2026-01-03,CUST007,Industrial Systems Inc,WH002,"127 Main St, City",North,2026-01-08,Delivered
SO,000277,2026-01-03,CUST005,SafeWork Corp,WH001,"3030 Main St, City",East,2026-01-15,Cancelled
SO,000278,2026-01-03,CUST008,Green Energy Co,WH002,"3963 Main St, City",Suburbs,2026-01-04,Delivered
SO,000279,2026-01-03,CUST003,Tech Solutions Ltd,WH002,"2533 Main St, City",Suburbs,2026-01-05,Delivered
SO,000280,2026-01-03,CUST006,Office Pro Services,WH001,"3358 Main St, City",West,2026-01-08,Delivered
SO,000281,2026-01-04,CUST001,ABC Manufacturing,WH001,"6327 Main St, City",North,2026-01-14,Delivered
SO,000282,2026-01-04,CUST003,Tech Solutions Ltd,WH003,"2073 Main St, City",West,2026-01-18,Delivered
SO,000283,2026-01-04,CUST003,Tech Solutions Ltd,WH002,"2712 Main St, City",Suburbs,2026-01-07,Delivered
SO,000284,2026-01-05,CUST003,Tech Solutions Ltd,WH001,"5451 Main St, City",South,2026-01-06,Delivered
SO,000285,2026-01-05,CUST004,BuildRight Construction,WH001,"2310 Main St, City",Downtown,2026-01-15,Delivered
SO,000286,2026-01-05,CUST001,ABC Manufacturing,WH002,"2464 Main St, City",Downtown,2026-01-14,Cancelled
SO,000287,2026-01-05,CUST001,ABC Manufacturing,WH002,"8705 Main St, City",North,2026-01-06,Delivered
SO,000288,2026-01-05,CUST009,Metro Logistics,WH002,"8637 Main St, City",East,2026-01-11,Delivered
SO,000289,2026-01-05,CUST003,Tech Solutions Ltd,WH002,"4608 Main St, City",Central,2026-01-11,Delivered
SO,000290,2026-01-05,CUST002,XYZ Industries,WH002,"3381 Main St, City",North,2026-01-10,Delivered
SO,000291,2026-01-06,CUST003,Tech Solutions Ltd,WH003,"101 Main St, City",Suburbs,2026-01-10,Cancelled
SO,000292,2026-01-06,CUST001,ABC Manufacturing,WH003,"1373 Main St, City",North,2026-01-16,Delivered
SO,000293,2026-01-06,CUST001,ABC Manufacturing,WH001,"3947 Main St, City",North,2026-01-07,Delivered
SO,000294,2026-01-06,CUST009,Metro Logistics,WH001,"8211 Main St, City",West,2026-01-14,Delivered
SO,000295,2026-01-06,CUST004,BuildRight Construction,WH001,"7936 Main St, City",East,2026-01-14,Delivered
SO,000296,2026-01-06,CUST006,Office Pro Services,WH002,"5743 Main St, City",North,2026-01-20,Delivered
SO,000297,2026-01-06,CUST006,Office Pro Services,WH003,"1926 Main St, City",Suburbs,2026-01-09,Delivered
SO,000298,2026-01-07,CUST003,Tech Solutions Ltd,WH002,"3082 Main St, City",North,2026-01-15,Delivered
SO,000299,2026-01-07,CUST004,BuildRight Construction,WH003,"3688 Main St, City",Central,2026-01-20,Delivered
SO,000300,2026-01-07,CUST010,Quality Assurance Ltd,WH002,"1566 Main St, City",West,2026-01-21,Delivered
SO,000301,2026-01-07,CUST001,ABC Manufacturing,WH003,"8676 Main St, City",West,2026-01-09,Delivered
SO,000302,2026-01-08,CUST007,Industrial Systems Inc,WH003,"5562 Main St, City",North,2026-01-09,Delivered
SO,000303,2026-01-08,CUST001,ABC Manufacturing,WH002,"8208 Main St, City",East,2026-01-13,Cancelled
SO,000304,2026-01-08,CUST010,Quality Assurance Ltd,WH003,"5731 Main St, City",Suburbs,2026-01-18,Delivered
SO,000305,2026-01-08,CUST009,Metro Logistics,WH001,"9252 Main St, City",East,2026-01-13,Delivered
SO,000306,2026-01-09,CUST002,XYZ Industries,WH003,"8908 Main St, City",North,2026-01-21,Delivered
SO,000307,2026-01-09,CUST001,ABC Manufacturing,WH001,"600 Main St, City",Suburbs,2026-01-16,Delivered
SO,000308,2026-01-09,CUST002,XYZ Industries,WH003,"2639 Main St, City",North,2026-01-12,Delivered
SO,000309,2026-01-09,CUST003,Tech Solutions Ltd,WH001,"2248 Main St, City",Central,2026-01-23,Delivered
SO,000310,2026-01-09,CUST004,BuildRight Construction,WH002,"2001 Main St, City",West,2026-01-20,Cancelled
SO,000311,2026-01-10,CUST006,Office Pro Services,WH001,"8520 Main St, City",West,2026-01-19,Delivered
SO,000312,2026-01-10,CUST006,Office Pro Services,WH003,"1892 Main St, City",South,2026-01-19,Delivered
SO,000313,2026-01-10,CUST001,ABC Manufacturing,WH003,"7839 Main St, City",Central,2026-01-16,Cancelled
SO,000314,2026-01-10,CUST001,ABC Manufacturing,WH001,"5621 Main St, City",North,2026-01-14,Delivered
SO,000315,2026-01-10,CUST010,Quality Assurance Ltd,WH002,"9023 Main St, City",South,2026-01-13,Cancelled
SO,000316,2026-01-10,CUST001,ABC Manufacturing,WH003,"1177 Main St, City",South,2026-01-23,Delivered
SO,000317,2026-01-10,CUST004,BuildRight Construction,WH002,"1824 Main St, City",Downtown,2026-01-18,Delivered
SO,000318,2026-01-11,CUST004,BuildRight Construction,WH001,"9409 Main St, City",Central,2026-01-13,Delivered
SO,000319,2026-01-11,CUST010,Quality Assurance Ltd,WH001,"4234 Main St, City",Suburbs,2026-01-21,Delivered
SO,000320,2026-01-11,CUST009,Metro Logistics,WH002,"6067 Main St, City",North,2026-01-17,Delivered
SO,000321,2026-01-11,CUST002,XYZ Industries,WH001,"5377 Main St, City",West,2026-01-15,Delivered
SO,000322,2026-01-11,CUST004,BuildRight Construction,WH003,"1945 Main St, City",West,2026-01-15,Delivered
SO,000323,2026-01-11,CUST001,ABC Manufacturing,WH003,"962 Main St, City",Downtown,2026-01-14,Delivered
SO,000324,2026-01-11,CUST010,Quality Assurance Ltd,WH001,"6571 Main St, City",South,2026-01-18,Cancelled
SO,000325,2026-01-11,CUST001,ABC Manufacturing,WH001,"6283 Main St, City",East,2026-01-13,Delivered
SO,000326,2026-01-12,CUST003,Tech Solutions Ltd,WH002,"2298 Main St, City",North,2026-01-25,Delivered
SO,000327,2026-01-12,CUST004,BuildRight Construction,WH001,"9598 Main St, City",East,2026-01-25,Cancelled
SO,000328,2026-01-12,CUST003,Tech Solutions Ltd,WH003,"4048 Main St, City",Central,2026-01-14,Cancelled
SO,000329,2026-01-12,CUST003,Tech Solutions Ltd,WH003,"8738 Main St, City",Suburbs,2026-01-13,Delivered
SO,000330,2026-01-13,CUST002,XYZ Industries,WH003,"5641 Main St, City",West,2026-01-18,Delivered
SO,000331,2026-01-13,CUST007,Industrial Systems Inc,WH002,"747 Main St, City",Downtown,2026-01-21,Delivered
SO,000332,2026-01-13,CUST002,XYZ Industries,WH001,"6913 Main St, City",Downtown,2026-01-22,Delivered
SO,000333,2026-01-13,CUST007,Industrial Systems Inc,WH001,"7943 Main St, City",Suburbs,2026-01-14,Delivered
SO,000334,2026-01-13,CUST001,ABC Manufacturing,WH001,"6851 Main St, City",Downtown,2026-01-22,Delivered
SO,000335,2026-01-13,CUST002,XYZ Industries,WH002,"5704 Main St, City",Central,2026-01-23,Delivered
SO,000336,2026-01-14,CUST002,XYZ Industries,WH003,"7722 Main St, City",East,2026-01-15,Cancelled
SO,000337,2026-01-14,CUST007,Industrial Systems Inc,WH001,"3111 Main St, City",West,2026-01-15,Cancelled
SO,000338,2026-01-14,CUST007,Industrial Systems Inc,WH001,"6119 Main St, City",Downtown,2026-01-26,Delivered
SO,000339,2026-01-14,CUST009,Metro Logistics,WH001,"2127 Main St, City",North,2026-01-24,Delivered
SO,000340,2026-01-14,CUST008,Green Energy Co,WH002,"3417 Main St, City",East,2026-01-15,Delivered
SO,000341,2026-01-14,CUST010,Quality Assurance Ltd,WH001,"538 Main St, City",East,2026-01-20,Delivered
SO,000342,2026-01-14,CUST006,Office Pro Services,WH003,"506 Main St, City",Suburbs,2026-01-17,Delivered
SO,000343,2026-01-15,CUST004,BuildRight Construction,WH001,"890 Main St, City",Suburbs,2026-01-19,Delivered
SO,000344,2026-01-15,CUST007,Industrial Systems Inc,WH002,"8668 Main St, City",West,2026-01-23,Delivered
SO,000345,2026-01-15,CUST009,Metro Logistics,WH003,"3050 Main St, City",West,2026-01-18,Delivered
SO,000346,2026-01-15,CUST008,Green Energy Co,WH003,"531 Main St, City",North,2026-01-16,Delivered
SO,000347,2026-01-15,CUST003,Tech Solutions Ltd,WH001,"6756 Main St, City",Suburbs,2026-01-26,Delivered
SO,000348,2026-01-15,CUST001,ABC Manufacturing,WH002,"5705 Main St, City",West,2026-01-27,Delivered
SO,000349,2026-01-15,CUST003,Tech Solutions Ltd,WH002,"9222 Main St, City",West,2026-01-25,Delivered
SO,000350,2026-01-15,CUST009,Metro Logistics,WH003,"2209 Main St, City",West,2026-01-24,Delivered
SO,000351,2026-01-16,CUST007,Industrial Systems Inc,WH002,"8752 Main St, City",East,2026-01-19,Delivered
SO,000352,2026-01-16,CUST001,ABC Manufacturing,WH003,"3965 Main St, City",West,2026-01-25,Delivered
SO,000353,2026-01-16,CUST009,Metro Logistics,WH003,"137 Main St, City",West,2026-01-17,Delivered
SO,000354,2026-01-16,CUST009,Metro Logistics,WH002,"4607 Main St, City",North,2026-01-21,Delivered
SO,000355,2026-01-17,CUST010,Quality Assurance Ltd,WH002,"851 Main St, City",North,2026-01-20,Cancelled
SO,000356,2026-01-17,CUST001,ABC Manufacturing,WH003,"7101 Main St, City",West,2026-01-29,Cancelled
SO,000357,2026-01-17,CUST010,Quality Assurance Ltd,WH002,"3469 Main St, City",West,2026-01-27,Delivered
SO,000358,2026-01-17,CUST007,Industrial Systems Inc,WH002,"5348 Main St, City",North,2026-01-26,Delivered
SO,000359,2026-01-17,CUST010,Quality Assurance Ltd,WH003,"8809 Main St, City",Suburbs,2026-01-24,Delivered
SO,000360,2026-01-17,CUST003,Tech Solutions Ltd,WH001,"9236 Main St, City",Downtown,2026-01-25,Cancelled
SO,000361,2026-01-18,CUST005,SafeWork Corp,WH001,"6851 Main St, City",North,2026-01-23,Delivered
SO,000362,2026-01-18,CUST004,BuildRight Construction,WH001,"549 Main St, City",South,2026-01-30,Delivered
SO,000363,2026-01-18,CUST003,Tech Solutions Ltd,WH003,"5677 Main St, City",Central,2026-01-21,Delivered
SO,000364,2026-01-18,CUST006,Office Pro Services,WH001,"1873 Main St, City",North,2026-01-23,Delivered
SO,000365,2026-01-18,CUST003,Tech Solutions Ltd,WH001,"6575 Main St, City",East,2026-02-01,Delivered
SO,000366,2026-01-19,CUST004,BuildRight Construction,WH003,"5582 Main St, City",Downtown,2026-01-27,Cancelled
SO,000367,2026-01-19,CUST005,SafeWork Corp,WH003,"9257 Main St, City",East,2026-01-29,Delivered
SO,000368,2026-01-19,CUST005,SafeWork Corp,WH001,"4840 Main St, City",Downtown,2026-01-31,Delivered
SO,000369,2026-01-20,CUST008,Green Energy Co,WH003,"9017 Main St, City",Central,2026-01-28,Delivered
SO,000370,2026-01-20,CUST007,Industrial Systems Inc,WH002,"657 Main St, City",South,2026-01-24,Delivered
SO,000371,2026-01-20,CUST005,SafeWork Corp,WH001,"1894 Main St, City",South,2026-01-31,Cancelled
SO,000372,2026-01-20,CUST004,BuildRight Construction,WH001,"4174 Main St, City",Suburbs,2026-01-29,Delivered
SO,000373,2026-01-20,CUST003,Tech Solutions Ltd,WH002,"9948 Main St, City",South,2026-02-01,Delivered
SO,000374,2026-01-20,CUST001,ABC Manufacturing,WH003,"9693 Main St, City",Suburbs,2026-01-24,Delivered
SO,000375,2026-01-20,CUST004,BuildRight Construction,WH003,"102 Main St, City",South,2026-01-25,Cancelled
SO,000376,2026-01-20,CUST006,Office Pro Services,WH003,"3688 Main St, City",Suburbs,2026-01-22,Cancelled
SO,000377,2026-01-21,CUST001,ABC Manufacturing,WH003,"8855 Main St, City",Central,2026-01-26,Delivered
SO,000378,2026-01-21,CUST007,Industrial Systems Inc,WH003,"3739 Main St, City",South,2026-01-24,Delivered
SO,000379,2026-01-21,CUST002,XYZ Industries,WH002,"4764 Main St, City",West,2026-01-24,Delivered
SO,000380,2026-01-21,CUST005,SafeWork Corp,WH003,"8924 Main St, City",North,2026-01-27,Delivered
SO,000381,2026-01-21,CUST010,Quality Assurance Ltd,WH002,"8571 Main St, City",West,2026-02-02,Delivered
SO,000382,2026-01-21,CUST002,XYZ Industries,WH001,"8445 Main St, City",Central,2026-02-04,Delivered
SO,000383,2026-01-22,CUST010,Quality Assurance Ltd,WH003,"6017 Main St, City",North,2026-01-28,Delivered
SO,000384,2026-01-22,CUST004,BuildRight Construction,WH003,"9843 Main St, City",East,2026-02-05,Delivered
SO,000385,2026-01-22,CUST007,Industrial Systems Inc,WH001,"8366 Main St, City",South,2026-01-24,Delivered
SO,000386,2026-01-22,CUST002,XYZ Industries,WH002,"6525 Main St, City",North,2026-01-26,Delivered
SO,000387,2026-01-23,CUST008,Green Energy Co,WH002,"814 Main St, City",West,2026-01-25,Delivered
SO,000388,2026-01-23,CUST006,Office Pro Services,WH003,"5255 Main St, City",Downtown,2026-01-27,Delivered
SO,000389,2026-01-23,CUST008,Green Energy Co,WH002,"5461 Main St, City",South,2026-01-24,Delivered
SO,000390,2026-01-23,CUST010,Quality Assurance Ltd,WH003,"191 Main St, City",South,2026-02-01,Delivered
SO,000391,2026-01-23,CUST007,Industrial Systems Inc,WH002,"5361 Main St, City",North,2026-01-26,Delivered
SO,000392,2026-01-24,CUST007,Industrial Systems Inc,WH002,"3523 Main St, City",East,2026-01-25,Delivered
SO,000393,2026-01-24,CUST002,XYZ Industries,WH002,"5767 Main St, City",Suburbs,2026-02-05,Delivered
SO,000394,2026-01-24,CUST008,Green Energy Co,WH001,"440 Main St, City",Downtown,2026-01-25,Cancelled
SO,000395,2026-01-24,CUST004,BuildRight Construction,WH002,"9998 Main St, City",East,2026-01-30,Delivered
SO,000396,2026-01-24,CUST001,ABC Manufacturing,WH001,"4468 Main St, City",North,2026-01-30,Delivered
SO,000397,2026-01-24,CUST001,ABC Manufacturing,WH002,"5353 Main St, City",West,2026-01-31,Delivered
SO,000398,2026-01-25,CUST009,Metro Logistics,WH003,"6318 Main St, City",West,2026-02-07,Delivered
SO,000399,2026-01-25,CUST004,BuildRight Construction,WH001,"6079 Main St, City",North,2026-02-07,Delivered
SO,000400,2026-01-25,CUST008,Green Energy Co,WH003,"5838 Main St, City",Downtown,2026-01-28,Delivered
SO,000401,2026-01-25,CUST004,BuildRight Construction,WH001,"5142 Main St, City",West,2026-01-29,Cancelled
SO,000402,2026-01-25,CUST008,Green Energy Co,WH002,"6259 Main St, City",Downtown,2026-02-07,Delivered
SO,000403,2026-01-25,CUST003,Tech Solutions Ltd,WH003,"7364 Main St, City",Downtown,2026-02-02,Delivered
SO,000404,2026-01-25,CUST002,XYZ Industries,WH002,"7444 Main St, City",North,2026-02-06,Delivered
SO,000405,2026-01-26,CUST001,ABC Manufacturing,WH003,"8644 Main St, City",West,2026-01-28,Delivered
SO,000406,2026-01-26,CUST001,ABC Manufacturing,WH002,"8476 Main St, City",South,2026-02-08,Delivered
SO,000407,2026-01-26,CUST005,SafeWork Corp,WH003,"1963 Main St, City",Central,2026-02-02,Cancelled
SO,000408,2026-01-26,CUST009,Metro Logistics,WH001,"2379 Main St, City",North,2026-01-29,Delivered
SO,000409,2026-01-26,CUST006,Office Pro Services,WH003,"8365 Main St, City",Central,2026-02-02,Delivered
SO,000410,2026-01-26,CUST005,SafeWork Corp,WH003,"8237 Main St, City",West,2026-02-02,Cancelled
SO,000411,2026-01-26,CUST005,SafeWork Corp,WH002,"7211 Main St, City",Central,2026-02-03,Delivered
SO,000412,2026-01-27,CUST007,Industrial Systems Inc,WH003,"8013 Main St, City",West,2026-02-02,Cancelled
SO,000413,2026-01-27,CUST004,BuildRight Construction,WH002,"1458 Main St, City",North,2026-02-04,Delivered
SO,000414,2026-01-27,CUST004,BuildRight Construction,WH003,"2337 Main St, City",West,2026-02-01,Delivered
SO,000415,2026-01-27,CUST009,Metro Logistics,WH002,"5385 Main St, City",East,2026-01-28,Delivered
SO,000416,2026-01-27,CUST009,Metro Logistics,WH001,"7190 Main St, City",South,2026-01-30,Delivered
SO,000417,2026-01-28,CUST004,BuildRight Construction,WH001,"2475 Main St, City",North,2026-02-06,Delivered
SO,000418,2026-01-28,CUST003,Tech Solutions Ltd,WH001,"9617 Main St, City",Suburbs,2026-02-11,Cancelled
SO,000419,2026-01-28,CUST002,XYZ Industries,WH001,"2267 Main St, City",Central,2026-02-09,Cancelled
SO,000420,2026-01-28,CUST009,Metro Logistics,WH001,"7913 Main St, City",East,2026-02-04,Delivered
SO,000421,2026-01-28,CUST004,BuildRight Construction,WH003,"5167 Main St, City",West,2026-02-07,Delivered
SO,000422,2026-01-28,CUST004,BuildRight Construction,WH002,"4081 Main St, City",East,2026-02-07,Delivered
SO,000423,2026-01-29,CUST006,Office Pro Services,WH002,"1381 Main St, City",North,2026-02-10,Delivered
SO,000424,2026-01-29,CUST010,Quality Assurance Ltd,WH003,"3292 Main St, City",Suburbs,2026-02-12,Delivered
SO,000425,2026-01-29,CUST008,Green Energy Co,WH003,"7490 Main St, City",South,2026-02-05,Delivered
SO,000426,2026-01-30,CUST003,Tech Solutions Ltd,WH003,"2122 Main St, City",Downtown,2026-02-04,Delivered
SO,000427,2026-01-30,CUST010,Quality Assurance Ltd,WH002,"685 Main St, City",East,2026-02-13,Delivered
SO,000428,2026-01-30,CUST007,Industrial Systems Inc,WH002,"4247 Main St, City",West,2026-02-08,Cancelled
SO,000429,2026-01-31,CUST010,Quality Assurance Ltd,WH001,"9844 Main St, City",North,2026-02-07,Delivered
SO,000430,2026-01-31,CUST008,Green Energy Co,WH002,"968 Main St, City",Suburbs,2026-02-06,Delivered
SO,000431,2026-01-31,CUST010,Quality Assurance Ltd,WH001,"871 Main St, City",East,2026-02-01,Cancelled
SO,000432,2026-01-31,CUST009,Metro Logistics,WH002,"1412 Main St, City",Downtown,2026-02-03,Cancelled
SO,000433,2026-01-31,CUST001,ABC Manufacturing,WH003,"424 Main St, City",West,2026-02-02,Delivered
SO,000434,2026-01-31,CUST002,XYZ Industries,WH003,"1654 Main St, City",Downtown,2026-02-01,Cancelled
SO,000435,2026-02-01,CUST004,BuildRight Construction,WH002,"2385 Main St, City",South,2026-02-06,Delivered
SO,000436,2026-02-01,CUST006,Office Pro Services,WH001,"1535 Main St, City",North,2026-02-14,Cancelled
SO,000437,2026-02-01,CUST006,Office Pro Services,WH002,"2099 Main St, City",West,2026-02-03,Delivered
SO,000438,2026-02-01,CUST006,Office Pro Services,WH003,"338 Main St, City",North,2026-02-14,Cancelled
SO,000439,2026-02-01,CUST006,Office Pro Services,WH002,"363 Main St, City",East,2026-02-08,Delivered
SO,000440,2026-02-01,CUST010,Quality Assurance Ltd,WH003,"3543 Main St, City",East,2026-02-07,Delivered
SO,000441,2026-02-01,CUST007,Industrial Systems Inc,WH001,"6493 Main St, City",North,2026-02-08,Delivered
SO,000442,2026-02-01,CUST003,Tech Solutions Ltd,WH003,"3280 Main St, City",Downtown,2026-02-10,Delivered
SO,000443,2026-02-02,CUST004,BuildRight Construction,WH002,"8902 Main St, City",Downtown,2026-02-04,Delivered
SO,000444,2026-02-02,CUST001,ABC Manufacturing,WH001,"2001 Main St, City",North,2026-02-16,Delivered
SO,000445,2026-02-02,CUST004,BuildRight Construction,WH002,"4656 Main St, City",Suburbs,2026-02-04,Delivered
SO,000446,2026-02-02,CUST002,XYZ Industries,WH003,"6110 Main St, City",West,2026-02-13,Delivered
SO,000447,2026-02-02,CUST006,Office Pro Services,WH002,"9418 Main St, City",West,2026-02-10,Delivered
SO,000448,2026-02-02,CUST010,Quality Assurance Ltd,WH002,"4916 Main St, City",Suburbs,2026-02-11,Delivered
SO,000449,2026-02-03,CUST006,Office Pro Services,WH001,"1186 Main St, City",Central,2026-02-09,Delivered
SO,000450,2026-02-03,CUST007,Industrial Systems Inc,WH001,"2407 Main St, City",Central,2026-02-14,Delivered
SO,000451,2026-02-03,CUST007,Industrial Systems Inc,WH003,"1991 Main St, City",East,2026-02-17,Delivered
SO,000452,2026-02-04,CUST006,Office Pro Services,WH001,"5833 Main St, City",Downtown,2026-02-17,Delivered
SO,000453,2026-02-04,CUST006,Office Pro Services,WH002,"2573 Main St, City",Central,2026-02-15,Delivered
SO,000454,2026-02-04,CUST006,Office Pro Services,WH001,"2607 Main St, City",South,2026-02-14,Delivered
SO,000455,2026-02-04,CUST010,Quality Assurance Ltd,WH001,"9144 Main St, City",Suburbs,2026-02-12,Cancelled
SO,000456,2026-02-05,CUST006,Office Pro Services,WH002,"282 Main St, City",East,2026-02-11,Delivered
SO,000457,2026-02-05,CUST008,Green Energy Co,WH003,"6385 Main St, City",North,2026-02-12,Delivered
SO,000458,2026-02-05,CUST006,Office Pro Services,WH002,"2513 Main St, City",Suburbs,2026-02-07,Delivered
SO,000459,2026-02-05,CUST001,ABC Manufacturing,WH003,"114 Main St, City",North,2026-02-08,Delivered
SO,000460,2026-02-05,CUST003,Tech Solutions Ltd,WH002,"5497 Main St, City",East,2026-02-11,Cancelled
SO,000461,2026-02-05,CUST004,BuildRight Construction,WH002,"4809 Main St, City",Central,2026-02-18,Shipped
SO,000462,2026-02-05,CUST007,Industrial Systems Inc,WH003,"8201 Main St, City",East,2026-02-09,Cancelled
SO,000463,2026-02-06,CUST001,ABC Manufacturing,WH003,"5370 Main St, City",Downtown,2026-02-08,Delivered
SO,000464,2026-02-06,CUST007,Industrial Systems Inc,WH002,"4227 Main St, City",North,2026-02-20,Shipped
SO,000465,2026-02-06,CUST005,SafeWork Corp,WH001,"6862 Main St, City",Central,2026-02-09,Delivered
SO,000466,2026-02-06,CUST008,Green Energy Co,WH003,"2316 Main St, City",North,2026-02-09,Delivered
SO,000467,2026-02-06,CUST004,BuildRight Construction,WH001,"2032 Main St, City",Downtown,2026-02-09,Delivered
SO,000468,2026-02-07,CUST002,XYZ Industries,WH003,"5541 Main St, City",West,2026-02-09,Delivered
SO,000469,2026-02-07,CUST003,Tech Solutions Ltd,WH002,"6609 Main St, City",Downtown,2026-02-15,Cancelled
SO,000470,2026-02-07,CUST003,Tech Solutions Ltd,WH001,"8977 Main St, City",East,2026-02-16,Cancelled
SO,000471,2026-02-07,CUST002,XYZ Industries,WH002,"4047 Main St, City",Central,2026-02-08,Delivered
SO,000472,2026-02-07,CUST002,XYZ Industries,WH001,"3963 Main St, City",Downtown,2026-02-12,Delivered
SO,000473,2026-02-07,CUST002,XYZ Industries,WH001,"8686 Main St, City",West,2026-02-13,Cancelled
SO,000474,2026-02-07,CUST001,ABC Manufacturing,WH002,"8962 Main St, City",Central,2026-02-19,Shipped
SO,000475,2026-02-08,CUST010,Quality Assurance Ltd,WH003,"2433 Main St, City",South,2026-02-21,Shipped
SO,000476,2026-02-08,CUST008,Green Energy Co,WH003,"9422 Main St, City",East,2026-02-13,Delivered
SO,000477,2026-02-08,CUST004,BuildRight Construction,WH002,"4711 Main St, City",West,2026-02-15,Delivered
SO,000478,2026-02-08,CUST004,BuildRight Construction,WH003,"3409 Main St, City",West,2026-02-19,Shipped
SO,000479,2026-02-08,CUST005,SafeWork Corp,WH001,"6432 Main St, City",West,2026-02-12,Delivered
SO,000480,2026-02-08,CUST004,BuildRight Construction,WH001,"379 Main St, City",West,2026-02-21,Shipped
SO,000481,2026-02-08,CUST007,Industrial Systems Inc,WH003,"9916 Main St, City",North,2026-02-21,Shipped
SO,000482,2026-02-09,CUST006,Office Pro Services,WH003,"8738 Main St, City",South,2026-02-19,Shipped
SO,000483,2026-02-09,CUST009,Metro Logistics,WH001,"7749 Main St, City",West,2026-02-21,Shipped
SO,000484,2026-02-09,CUST007,Industrial Systems Inc,WH001,"5154 Main St, City",East,2026-02-23,Shipped
SO,000485,2026-02-09,CUST002,XYZ Industries,WH003,"4620 Main St, City",West,2026-02-21,Shipped
SO,000486,2026-02-09,CUST006,Office Pro Services,WH003,"9252 Main St, City",South,2026-02-14,Delivered
SO,000487,2026-02-10,CUST008,Green Energy Co,WH001,"9491 Main St, City",Downtown,2026-02-23,Shipped
SO,000488,2026-02-10,CUST005,SafeWork Corp,WH003,"4873 Main St, City",East,2026-02-23,Shipped
